source	time	person	location	organization	miscellaneous
esquire	2011-11-14T17:06:00	michele bachmann|clark|lewis|screwloose gap|michele|steve pope	iowa|batshitistan	cbs|getty images|sierra lunatica|illuminati|communist red china	masons|general axelrod|templars
esquire	2011-11-11T16:52:00	dan rather|richard ellis|newt gingrich	grover|balls|california|reagan|south carolina	edmonton oilers	lib|mardi gras
esquire	2011-11-10T12:50:00	mark wilson|joey montgomery	dover|dover air force base	port mortuary|washington post|getty images my	things that carried him
esquire	2011-11-09T16:53:00	mighty sword|christian|jesus|jim bob|mama duggar|duggar	michigan	family values|getty images it	christ-centered
esquire	2011-11-09T14:51:00	mitt romney|michele bachmann|rick perry|jon huntsman|herman cain|newt gingrich|barack obama|ron paul	michigan|heaven|meskinland	naive|incredible vanishing mormon|air force one	iranian|Îã america-fk-yeah !
esquire	2011-11-08T13:23:00	cindy golding|motto|alexander hamilton	iowa	since la bachmann|big enough for us|family research council|federalist|if the closet|national organization for marriage|america day|the federalist papers|iowa supreme court|big enough for you	iowans
esquire	2011-11-07T14:17:00	paul ryan|mitt romney|chris ware	houston|wall street	koch brothers|no apologies|prosperity	medicare
esquire	2011-11-06T07:01:00	tom paine|dale cardwell|cardwell	santa|georgia|atlanta	east cobb neighbor	intenational consumer ÎÈ
esquire	2011-11-04T08:21:00	joe lieberman|ben nelson	connecticut|nebraska	weepin	non-republicans
esquire	2011-11-04T07:01:00	tester|denny rehberg|john mccain|philip rucker|erik iverson|jon tester	montana|big sandy	tea party|montana state university|the washington post	getty
esquire	2011-11-03T13:11:00	michael bloomberg	oakland|neptune|new york	new yorkers|post|new york post|cristal	australian|occupy
esquire	2011-11-02T17:59:00	hill|karl ?|fox|fetus boy|herman|branstad|simon conway	iowa|occupy wall street	cain	bachmann
esquire	2011-11-02T11:36:00	scott|christian|tebow|tim tebow|incompletion jesus|pat buchanan	philippines	house of spears|tim	roman catholic|tebows
esquire	2011-11-02T11:05:00	rose|charlie rose|bill moyers|brokaw|lawrence o'donnell|tom brokaw|o'donnell	corn palace|wall street	wise old head	world war ii|american dream
esquire	2011-11-01T11:56:00	simpson|pete souza|alan simpson|barack obama	wall street	simpson-bowles commission|social security	beltway
esquire	2011-10-31T18:04:00	fox|adam wherrity|liam fox|david cameron	pittsburgh|los angeles|atlantic bridge	damaging wealth creation|bush white house|golden goose Î_ how regulation|how much health care can we afford	guardian
esquire	2011-10-28T18:29:00	nanny|herman|joe klein	missouri|uzbekistan	daily cain|politics blog|aren|name game	rainy day
esquire	2011-10-28T18:16:00	denny rehberg|george will|richard mourdock|jon tester|mitt romney|richard lugar|gerald ford|richard nixon|scott brown elizabeth warren|lugar|bill clark|edward kennedy|evan bayh|mourdock	indiana|russia|missouri|montana|massachusetts|mississippi	tea party|chrysler|last sensible republican|world 's greatest deliberative|getty from|memo from the chamber of commerce|supreme court|last state	capitol|u.s. senate|gilded age|ridge
esquire	2011-10-28T17:24:00	karl rove|perry|haley barbour|donald trump|rick perry|haley|david frum|serious republicans|jeb bush|podhoretz|john podhoretz|rove|trump	oklahoma	gop|new york post|legacy hire	bible-thumpers
esquire	2011-10-28T16:03:00	denny|tester|denny rehberg|rehberg|jon tester	montana	department of homeland security|u.s. border patrol|like donkey kong	u.s. senate
esquire	2011-10-27T16:17:00	george burba	north dakota|texas|ogallala aquifer|nebraska|new mexico	getty images under|state department|xl|environmental protection agency|high plains aquifer	dust bowl|canadian
esquire	2011-10-26T16:17:00	michele bachmann|captain quint|thomas	great lakes|chicago|jaws	army|michigan ag	asian
esquire	2011-10-26T12:35:00	mitt romney|john kasich|rick perry|jim watson|art modell|deadhead republican|lebron james|erick erickson|kasich|blow|erickson	ohio|georgia	fox news channel|getty images|xerox|cnn	christmas|unions act of
esquire	2011-10-26T09:44:00	brian walsh|brooksley born|scott brown|elizabeth warren|joshua roberts|warren	oakland|bloomberg|massachusetts	framingham state college|getty images the|commodities futures training corporation|the daily beast|occupy	tv|keno
esquire	2011-10-25T18:05:00	rick perry|herman|willard|herman cain|eric foner|steve king|newt gingrich	tiffany	newt|washington post|wheezy old white guy	juggernaut|fiery trial
esquire	2011-10-25T17:52:00	mother church|newt gingrich|rick santorum	turkey|zuccotti park	red beanie|chair of peter|bank of america	catholic|church
esquire	2011-10-25T16:25:00	mitt romney|michele bachmann|newt|rick perry|herman cain|newt gingrich	iowa	definer of civilization|rules of civilization|irs|advocate of civilization|planned parenthood|air force one|grand vizier of pepperoni|world of ideas	civilizing forces|newtie|olympus
esquire	2011-10-25T14:15:00	mitt romney|perry|goodhair|forbes|rick perry|richard ellis|steve forbes|getty okay	gop|massachusetts	estate tax|job creators are uncertain|grow|family farm|social security	wharton
esquire	2011-10-25T10:54:00	herman cain update|cain|herman|herman cain	blogistan|manhattan|damascus	emphysemic white guy|koch brothers	politico
esquire	2011-10-25T09:49:00	frank bruni	san diego|new york|alabama|new jersey	glock|house resolution|republican house of representatives	un-new world order-obamafascist
esquire	2011-10-25T08:52:00	dorothy hukill|who can|jesus|jill cicciarelli|hukill	florida	law of unintended consequences|law of obviously intended consequences|port orange	medicare
esquire	2011-10-24T14:45:00	judd gregg|judd|bill clinton	wall street	obama administration|obama adminstration|goldman sachs|tim geithner	european-style
esquire	2011-10-24T06:30:00	mitt romney|jim watson	new york|iraq	getty images the	intertoobz|memorial day|christmas
esquire	2011-10-21T10:54:00	fidel castro|karl rove|very little|marco rubio|riccardo s. savi|newt gingrich|rubio|barack obama	florida|latin america|mexico|arizona|alabama	tea party|muammar qaddafi|washington post|being hispanic|fox news|gop|bright young hope	cuban|british|gringos|french
esquire	2011-10-20T17:15:00	paul ryan|steven walt|ta-nehisi coates|don king|frank rich|ayn rand|newt gingrich	new republic|blogistan|shiloh	tnr|army of tennessee	atlantic
esquire	2011-10-20T16:54:00	glenn beck|albert pujols|tony larussa	national mall	festival of fruitcakes|st. louis cardinals	world series
esquire	2011-10-20T16:43:00	thomas p.m. barnett|tom friedman|hasan	libya|khalifa|bahrain|africa	reza / getty|goldman sachs|isa|great power|nato	nigerian|belgians|libyan|ugandan|irish|rose garden
esquire	2011-10-20T14:43:00	christian|david mcnew|getty apropos|rick santorum|terry thompson	ohio|jesus|zanesville	fatal attractions|animal planet	sioux
esquire	2011-10-19T17:17:00	jeff vinnick|apologists since|frank|barney frank|monty python|applebaum|motto|anne applebaum	seville|soviet union	world is|civil war|the washington post	nazis|pythons|occupy
esquire	2011-10-19T16:07:00	finn|church|exhibit a.|robert finn|his excellency|opus dei	kansas city|peter|gospels	culture wars|holy mother church|red beanies	christian|catholic
esquire	2011-10-19T14:43:00	judd gregg|jack|ezra klein|gregg|sarah kliff	new hampshire	obama administration|affordable care act	class
esquire	2011-10-19T12:27:00	bachmann|michelle goldberg|herman cain|sean hannity	hamptons	la bachmann|the daily beast|the kerryman	moms
esquire	2011-10-19T00:52:00	joe jackson|george h.w. bush|rick perry|ron|michael dukakis|bill clinton|ethan miller|anderson cooper|michele bachmann|bachmann|gilad shalit|daddy bush|reagan|michael buffer|herman cain|newt gingrich|rick santorum|ron paul	libya|las vegas|caesar|iran|israel|africa	displaced moms|hamas|united nations	palestinian|marriott
esquire	2011-10-18T14:04:00	mitt romney|jim demint|stephen morton|willard|demint	jerusalem|south carolina	tea party|gop	south carolinian|u.s. senate
esquire	2011-10-18T12:39:00	ron sachs|david brooks|jayson blair|brooks|alpha centauri|franklin|jesus h. christ|amanda knox|sasha issenberg	franklin county|maryland|montgomery county|wall street	value city|brooks brothers|cartier|anthropologie|great restoration|volvo|dollar general|saks fifth avenue	bobos|chinese-made
esquire	2011-10-17T16:28:00	carolyn garris|edgar hoover|korbe|tina korbe|dr. king|king|barack obama|for king	hippo|st. augustine	fbi|heritage foundation|the heritage foundation|heritage	occupy
esquire	2011-10-17T14:02:00	randy hopper|george w. bush|walker|tony larussa|scott walker	wisconsin	koch brothers|their side	world smartest human|world series
esquire	2011-10-17T11:53:00	rush limbaugh	jane|uganda	Îã lord|resistance army|use military force	european
esquire	2011-10-17T09:21:00	judd gregg|ezra klein|kathleen sebelius|gregg|edward kennedy	new hampshire	obama administration|u.s. postal service|alzheimer 's association|class|health and human services|aca|community living assistance services and supports	medicare|affordable care act
esquire	2011-10-14T17:13:00	henry|james madison|lessig|patrick henry|lawrence lessig	harvard	citizens united|balanced budget amendment	intertoobz|constitutional convention|constitution
esquire	2011-10-14T16:58:00	newt|denny rehberg|maxine waters|newt gingrich|hedley lama	montana|new hampshire	land of mordor|sc|the deficit	supercommittee
esquire	2011-10-14T16:41:00	joe|woody guthrie|east|joe klein	st. louis county|st. louis|providence	tea party|east coast|aren	heartland|real americans
esquire	2011-10-13T17:20:00	brendan hoffman|john mccain	capitol hill	general gau|neptune	corporate tax rate|chinese
esquire	2011-10-13T17:10:00	calvin|allen west|barack obama|west	talos iv|florida|virginia|lynchburg	federation Îã congressman west|romulan empire|weekly wrap-up|ferengi|jery falwell|klingon empire|star trek	gorns
esquire	2011-10-13T16:59:00	david brooks|brooks|marty peretz|walesa|lech walesa|ronald reagan	new york	george effing will|peter	pole|singer|cold war
esquire	2011-10-13T16:18:00	mitt romney|gay marriage|scott eells|ted kennedy|rick perry|jesus	hermania|massachusetts|new hampshire	tea party|david broder memorial fund|getty images|piltdown man|republican party|health care reform|republican ricks	gallup|south seas|somali
esquire	2011-10-12T09:34:00	barney frank|jon huntsman|melina mara|huntsman	getty hanover|n.h.	glass-steagall act|baaaaaaad|the washington post	glass-steagall
esquire	2011-10-12T09:05:00	thomas paine|valerie miller|newt|blaine punto|andrew harrer|dinesh d'souza|laura ingraham|miller|newt gingrich|barack obama	getty hanover|latin america|omaha beach|bloomberg|n.h.|wall street	who wants|can be unmade|hanover inn|where wall street is made	campaign visibility area|frito-lay campaign visibility area|ivy league|lapdog
esquire	2011-10-11T11:53:00	daniel johnston|clem snide|don|tim miller|jon huntsman|charlie pierce|matthew cavanaugh|miller|huntsman	new hampshire	morning hunt|university of new hampshire|the morning hunt|sun go down	esquire Îã
esquire	2011-10-10T15:48:00	adams|samuel adams|grover norquist|ann coulter|eric cantor	great britain|old south meeting house	boston|the left|boston tea party|east india company	british|ows
esquire	2011-10-10T14:15:00	buddy roemer|douglas schoen|schoen|ron paul	occupy wall street|zuccotti park|belmont	americans elect|ows|politico that makes me want|registrar of probate	bilderberg group|guzzle antifreeze
esquire	2011-10-10T12:51:00	joseph stack|steve king|king	austin	house judiciary committee|iowa straw poll|balanced budget amendment	butter cow
esquire	2011-10-10T10:57:00	lewis|glenn beck|glenn|lord|john lewis	atlanta	little shoppe o ' spittle	occupy
esquire	2011-10-10T09:20:00	mitt romney|john stennis|daddy bush|richard ellis|barack obama	china	angel moroni|manual of arms since|producing aldermen who know|bush administration old-timer	free world|cold war
esquire	2011-10-07T18:47:00	paul ryan|la bachmann|dick cheney|dick armey|marco rubio|maureen dowd|tom friedman|george will|tim heffernan|charles p. pierce|eric cantor|scott walker|dorothy cooper|tom junod|perry|acela|mario tama|charlie|fred shuttlesworth|ron paul	center|iowa|iran|afghanistan|crazyville	hill|don|occupy wall street|tim geithner|getty where|cnn	nobel|governor goodhair|koch
esquire	2011-10-07T11:53:00	rick scott|eric cantor	florida|texas|wall street|china	department of labor the|department of environmental affairs	verizon|western
esquire	2011-10-06T14:57:00	colonel blimp|timothy geithner|mandel ngan|ahmed|ahmed fikry|barack obama|geithner	manhattan|wall street|zuccotti park|checkpoint charlie	u.s. attorney|national review|jr.|embattled wealthy|treasury	hill
esquire	2011-10-06T14:31:00	john yoo	constitution	ira	executive|british
esquire	2011-10-06T12:16:00	steve benen	washington monthly|tennessee	tea party	germans
esquire	2011-10-05T15:40:00	paul|loretta lynn|ron paul	arctic|new hampshire	suv	bachmann
esquire	2011-10-04T17:35:00	john kasich|dead head|art modell|john|lebron james|hannity	michigan|ohio	fox news channel|fox and friends	dark star|fillmore
esquire	2011-10-04T11:59:00	andy reynolds|ken blackwell|alexander keyssar|vladimir putin|katherine harris|lyndon johnson|scott walker|taxi back|ed rollins|gore|tony scalia|keyssar|john lewis	wisconsin|waukesha|vote	department of justice|justice|swiss army|citizens united|bush administration|voting rights act|the right|brennan|division of motor vehicles|brennan center|american legislative exchange council|supreme court	east germans|job one|job|dmv
esquire	2011-10-03T12:57:00	david brooks|russ feingold|tom friedman|friedman|jon huntsman|adam gopnik|charles p. pierce|stewart|malcolm gladwell|that used|frank rich|jon stewart|paul krugman|thomas	ramin talaie|atlanta	tea party|americans elect|americans elect Îã|new york times	jewish
esquire	2011-10-03T12:09:00	alison kosik|alison|suzanne malveaux|suzanne|kosik	wall street	new york stock exchange|bastille|occupy wall street|cnn	starving peasants
esquire	2011-10-03T10:54:00	robert stoddard|koch|david koch|robert welch|stoddard	indiana|iran|worcester|denver	astroturf|sugar daddies|koch industries|charles|john birch society	jbs|society
esquire	2011-10-03T10:08:00	mitt romney|abraham lincoln|pericles|perry|rick perry|molly Îã|lord	mexico|texas|new hampshire	triple-a ostrogoths|florida straw poll	grand gingrich
esquire	2011-09-30T19:20:00	thomas p.m. barnett|paul ryan|melissa harris-perry|newt|rick perry|mark warren|glenn reynolds|charles p. pierce|governor goodhair|charlie pierce|charlie|rand|herman cain|d. ; paul|chris christie|j. ; brooks|rick santorum	pakistan|florida|weisberg|reagan|nixon|new york|wall street|kansas|new hampshire|cuba	college republicans|la bachmann|interwebs|cbc|justice department|hezbollah	hermania|tenth amendment
esquire	2011-09-30T14:39:00	michael moore|spencer platt|jamie dimon	wall street	jpmorgan chase|bank of america	dodd-frank act
esquire	2011-09-30T13:52:00	mitt romney|david brooks|william goldman|gail collins	gop|hollywood	regular dude|daily howler|the new york times|guys who are supposed|know something are|nobody knows anything|blair	the conversation|marquette
esquire	2011-09-30T12:52:00	serwer|abraham lincoln|jonathan turley|saul loeb|adam serwer|mother jones|bill clinton|barack obama|turley|george w. bush|richard nixon|john mitchell	oklahoma city	department of justice|effective anti-terrorism|usa patriot act|l.a. times|death penalty act|getty there	civil war
esquire	2011-09-30T09:37:00	reynolds|glenn reynolds|phil fulmer|stagger lee|alvy singer	intertoobz	university of tennessee|new media|deer tick professor of law|professors warren	stetson
esquire	2011-09-29T17:06:00	mitt romney|james madison|pauline maier|ethan miller	ratification|new hampshire|confederate states	articles of confederation|bill of rights|tenth amendment|social security|constitution	republic
esquire	2011-09-29T15:56:00	chuck todd|sid dinerstein	iowa|florida|new hampshire	gop|palm beach county	super bowl
esquire	2011-09-29T15:34:00	tim geithner	wall street	tea party	republicanism|kenyan
esquire	2011-09-28T14:51:00	mitt romney|edward john smith|rick perry|willard|mitt !|axelrod|bruce ismay|david axelrod|ethan miller|perry boom	getty manchester|st. anselm|new hampshire	new hampshire institute of politics|college	bachmann|christie
esquire	2011-09-28T07:27:00	dexter filkins|banaras khan|christopher hitchens|mike mullen	pentagon|pakistan|iran|russia|afghanistan|vietnam|india|turkey|china	taliban|al qaeda|west|nato	af-pak
esquire	2011-09-27T15:29:00	karl rove|jim kelly|roger ailes|mark wilson|rush limbaugh|rick perry|barry goldwater|glenn beck|nelson rockefeller|robert taft|tony perkins|ronald reagan|mitt romney|perry|goldwater|kelly|herman cain	establishment|florida|wall street|massachusetts	tea party|sugar daddies|fox news|americans for this|koch brothers|southwest florida|supreme court	eastern
esquire	2011-09-27T13:57:00	bobby jindal|democrat tara hollis|jindal	florida	citizens united|louisiana	union
esquire	2011-09-27T13:07:00	rick perry	bangladesh|florida|vietnam|china	politics blog|labor statistics	bangladeshis|vietnamese|chinese
esquire	2011-09-27T11:51:00	ed rollins	cuba	hezbollah	bachmann
esquire	2011-09-26T16:50:00	melissa harris-perry|adam clayton powell|pat buchanan|bill clinton|barack obama	mount doom	republican congress	negro|greeks
esquire	2011-09-26T11:41:00	bill temple|gwinnett|bill|david gergen|jefferson|lachlan mcintosh|bill clark|sean hannity|bill Îã|clio|button gwinnett	east florida|brunswick|georgia|madison	muse of history|tea party|orlando|declaration of independence|founder worship	british
esquire	2011-09-26T10:50:00	theodore roosevelt|paul ryan|mark wilson|rick perry|glenn beck|mike mcalister|mandarin|dagny taggart|jon huntsman|mike|huntsman|mitt romney|michele bachmann|jesus|herman cain|the blaze|dorothy parker|jerry bruckheimer|newt gingrich|rick santorum|ron paul	wisconsin|getty orlando|florida|antioch|china	nafta superhighway|agenda|ryan plan|rino|white house rural council|most serious threat|united nations|six flags|u.s. senate	almighty|agenda 21
esquire	2011-09-12T10:10:00	don '|chris morris|senator obama|charlie|wait|charles p. pierce|idiot america	esquire	npr|the politics blog|the cynic|go off|the boston globe	the bomb that didn
esquire	2011-09-07T12:01:00	perry|caesar|christian|jesus rick perry|rick perry|jesus christ|jesus|christopher hitchens|christians perry	austin|catholicism|rome|houston	old testament|new testament|christianity|lord and savior|ruger	christians|gospels|obamacare
esquire	2011-08-01T11:00:00	marianne gingrich|kenneth duberstein|newt|olasky|george w. bush|marvin olasky|callista bisek|bill clinton|bill clark|newt gingrich|ronald reagan|marianne	world	republican party|oval office	christian
esquire	2011-07-27T14:35:00	mullen|mike mullen	the pentagon|middle kingdom|beijing|china	joint chiefs of staff|new york times	chinese-american|chinese
esquire	2011-07-21T15:57:00	city hall|butler|christian identity|sarah heath|norm gissel|richard butler|tony stewart|morris dees	idaho|esquire|kootenai county|spokane|california|alaska|rimrock road|coeur|arkansas	phineas priesthood|spokane spokesman-review|kootenai county task force on human relations|planned parenthood|aryan nations|southern poverty law center|north idaho college|third reich	catholic|american right
esquire	2011-07-11T13:33:00	janet malcolm|getty|katie roiphe|kate roiphe|leon neal|james atlas|roiphe|malcolm|murdoch|rupert murdoch|atlas	great britain	the new yorker|the paris review|most intimate interview yet|review	times
esquire	2011-06-29T14:46:00	michele bachmann|mitt romney|paul|george frey	iowa|south|new hampshire	aqua net|cain	anti-obama|pawlenty
esquire	2011-06-20T17:54:00	andrew breitbart|anthony weiner|dan wolfe|breitbart	bachmann|new orleans|minneapolis	prosperity foundation|netroots nation|the right|congressman	rightonline|internet
esquire	2011-06-17T17:18:00	perry|tom pennington|rick perry|getty lord|newt gingrich	texas|new york city	state|texans Îã mooslims	texans|obammunists|texan|almighty|constitution
esquire	2011-06-06T16:11:00	page one|bill|bill keller|andrew rossi|jill abramson|keller	iraq	times|wikileaks|new york times	pulitzer prize
esquire	2011-06-06T12:24:00	scott raab|bill keller|arthur [ sulzberger	bordeaux	jill|times|new york times building|pulitzer ?|new york post	observer
esquire	2011-06-02T13:47:00	mark peterson|sarah palin|irwin leba|joshua foer|irwin|day|alan abel|leba	arizona	esquire|motionless boy|fat tax	unspeakable odyssey
esquire	2011-05-11T23:04:00	fox|sean hannity|h. richardson	u.s. house	fox news	the indispensable republican
esquire	2011-05-01T20:30:00	logan|scott pelley|lara logan	tahrir square|middle east	cbs news	eygptian
esquire	2011-04-27T12:23:00	bob gates|david petraeus|jim watson|leon panetta|petraeus	pentagon	getty images hell|cia	beltway
esquire	2011-04-20T13:16:00	tom junod|mario tama	esquire|getty	bp|transocean|underwater toxic event	deepwater horizon
esquire	2011-04-19T12:15:00	richard ben cramer|ben smith|william donald schaefer|bill o'leary|rudy giuliani|john heilemann|ted williams	baltimore|new york|politico	colossal asshole|getty almost|best mayor win|the washington post	esquire
esquire	2011-04-18T13:07:00	qaddafi|mohammed	misrata|libya|benghazi|mauritania|chad|ajdabiya|tripoli	general muammar qaddafi|light brigade|nato	afghan|kalashnikov
esquire	2011-04-12T12:58:00	michele bachmann|john boehner|mitt romney|donald trump|newt gingrich	wisconsin|peoria|medicaid	npr|social security	indonesian|medicare|kenyan
esquire	2011-04-05T13:35:00	christian|jones|koran|terry jones|robert gates	florida	founding fathers	english|jews
esquire	2011-03-25T20:48:00	mark bittman|frank rich|bob herbert|getty america	princeton|harvard	times|new york times	brooks
esquire	2011-03-25T16:39:00	solomon|executive director|brett solomon	western world	entitled protecting your security online|access now|getty images the	arabic|middle eastern|english
esquire	2011-03-22T08:30:00	barack obama	libya|afghanistan|iraq	his national security strategy|getty images|obama doctrine|bush doctrine	nobel peace prize
esquire	2011-03-11T14:46:00	juan cole|ali abdullah saleh	libya|michigan|tunisia|bahrain|sanaa|yemen|egypt|middle east	getty images|informed comment	yemenis|arabic|arab|libyan
esquire	2011-03-10T16:13:00	richard lugar|getty|orrin hatch|scott olson|saul loeb|scott walker	wisconsin|indiana|elkhart|louisiana|king	tea party|npr|national public radio|republican house|free soil party|walker	pinochet-like
esquire	2011-02-24T15:21:00	david brooks|getty usually|emma goldman|edmund burke|bob lafollette|george will|brooks|jim lehrer|scott olson|walker|scott walker	wisconsin|madison|applebee	fightin	make everybody hurt|wisconsinites
esquire	2011-02-18T20:01:00	arthur gaston|noor|zacarias moussaoui|abu zubaydah|ahmed ressam|mohammed al-|noor uthman muhammed	camp justice|pakistan|afghanistan|guantanamo bay|kenya|khalden	new year|guantanamo	qaeda
esquire	2011-02-15T17:45:00	logan|charlie rose|brian stelter|lara logan	cairo|egypt	cbs news|new york times	israeli
esquire	2011-02-14T14:00:00	bill clark|tim pawlenty|pawlenty	st. paul	freedom first pac|getty images	democratic hegemon
esquire	2011-02-10T10:54:00	luntz|frank luntz|hannity|sean hannity|john shaft|barack obama	iowa|missouri|d.c.|new hampshire|nashua	tv|gospel according|conservative political action committee	cleaver|prophet|christianity|republican national convention|caucasians
esquire	2011-02-08T15:41:00	wright|paul haggis|lawrence wright|getty|haggis|jesus christ|l. ron hubbard|michael montfort|michael ochs	new yorker|earth	hubbard|robert edwards / newscom|los angeles times|scientology|pope	xenu|times
esquire	2011-02-07T00:02:00	hosni mubarak	arab|persian gulf|cairo|usa|egypt|saudi arabia|middle east	state department|ap wise	egypts
esquire	2011-02-01T15:22:00	robert gates	afghanistan|iraq	getty images it|gop|u.s. military base	rolls royce-manufactured
esquire	2011-01-31T14:12:00	julian assange|bill keller|assange|martin luther|jason kempin|rupert murdoch|peter pan|keller	london|east anglia|wittenberg|new york	news corp.|le monde|times|the guardian and der spiegel|getty images|new york times magazine|paper of record|wikileaks|new york times	theses
esquire	2011-01-26T11:00:00	we rock|michele bachmann|paul ryan|charles murray|dude|where bachmann|barack obama	nervous hospital	bachmann|affordable cholera act|dystopia porn|smialowski / getty|social security	union|randian|english|america !
esquire	2011-01-25T18:37:00	saeb erakat	israel|own risk	pa|wikileaks Îã|palestinian authority|wikileaks	middle eastern|venomous worms Îã open|israeli|palestinian|palestinians|western
esquire	2011-01-25T15:57:00	good lord|maura liasson|roger ailes|host well|bill|spike lee|vincent j. ricardel|bill clinton|ed rendell|juan williams|ailes|day|contour photos	fox tell|harlem	move forward|fox news	nazi
esquire	2011-01-25T00:02:00	pelosi|harry reid|ben running|paul|schumer|jay cutler|david frum|mitch mcconnell|rand|nancy|angel eyes	highway|john	george w. buch|state of the union|photo illustration|my way|big gavel|el casta’±o|union drinking game|getty images if	marco
esquire	2011-01-25T00:01:00	earl gibson|oscar night	bush white house	throne	union
esquire	2011-01-21T18:15:00	greer|roger ailes|ailes|glenn beck|simon greer|roger ailes experience|roger ailes paradox|roger|catrina genovese	putnam county|new york|putnam	justice|ex-navy seals	holocaust
esquire	2011-01-20T19:34:00	goodman|jae c.|eric holder|oscar goodman	las vegas|casino	las vegas mob museum	la costra nostra
esquire	2011-01-19T14:31:00	roger ailes|fox|rhodes|ailes|gail burton|richard drew|roger|rupert murdoch|david rhodes	bloomberg|williams	army of northern virginia|ap|fox news	foxies
esquire	2011-01-18T15:33:00	ben ali	tunisia	zein|getty images details	iran-esque
esquire	2011-01-13T12:03:00	sarah palin	arizona	ford	japanese
esquire	2011-01-12T19:30:00	haley barbour|sarah palin|kathryn jean lopez|lopez|jefferson davis	alaska|confederate states	even know|republican governors association|dual loyalties who doesn|nro|jewish blood libel	israeli|woman
esquire	2011-01-10T16:54:00	daley|sarah palin|bill daley|barack obama	boston|new york|chicago|massachusetts|san francisco	getty images if republicans	giffords|americanism
esquire	2011-01-10T01:49:00	giffords|ally|john moore|gabrielle giffords|matt york|jan brewer	arizona|tucson|ally israel	tea party|wildcats|getty images|border patrol|cochise county|central casting	jewish|green fields country day
esquire	2011-01-07T12:32:00	bachmann|gary|jimmy mcmillan|johnson|barbour|rudy giuliani|daniels|huckabee|trump	mexico|pawlenty	thune	don
esquire	2011-01-04T14:24:00	sarah palins|barbara aplin|aplin|kirk lyttle	wisconsin|green bay|community center	tucker carlsons|fox news	medicare
esquire	2011-01-01T10:50:00	somerville|charlotte hays|mark krikorian|bloomberg|mark|jonah g.	boston|new york	the nro|national review online|nro|conor	boxing day
esquire	2010-12-28T12:59:00	steve c. wilson|roy peterson|getty|carl kiilsgaard|carey wagner|mark wilson / getty|royal highness|sun sentinel|kevork djansezian	lee|florida|finland	bachmann|paul|christie|west	exchequer|medicare
esquire	2010-12-21T09:30:00	matt taibbi	wall street|capitol hill	zeros|street|ben running even	times
esquire	2010-12-15T14:59:00	david hume kennerly / getty|gerald ford|gary fabiano|richard nixon|jim watson|ford|barack obama|spiro agnew|ronald reagan	central america	nixon	iran-contra
esquire	2010-11-30T13:27:00	julian assange	pakistan|iran|north korea|middle east	stock / corbis	thanksgiving
esquire	2010-11-29T17:04:00	julian assange|peter beinart	iran|israel|china	wikileaks	saudis
esquire	2010-11-29T13:16:00	jonah goldberg|julian assange|scooter libby|matt steinglass|judith miller	israel	house homeland security committee|cia|wikileaks	saudis|iranian
esquire	2010-11-18T14:27:00	pelosi|doug pike|rush limbaugh|nancy pelosi|lindsey meeks|mitch mcconnell|mcconnell	california|lady	university of washington|house democrats aren|house democrats	nation
esquire	2010-11-16T14:57:00	disastrous trip|spitzer|pete souza|eliot spitzer	asia|slate|israel|middle east	cnn|monumental decline	america undone|american power
esquire	2010-11-04T16:59:00	thao nguyen|hasan|nidal hasan|al-awlaki|allah akbar|anwar al-awlaki	wisconsin|afghanistan|texas|yemen|madison|iraq|fort hood	army reserve|ap army|medical detachment	yemeni-american
esquire	2010-11-03T15:41:00	scott j. ferrell|bill kristol	yemen	ask don|getty what|tea party Îã	nobel peace prize-winning
esquire	2010-11-02T23:51:00	thomas porostocky	esquire|campaign central|d.c.	politics blog|ben running and	twitter|internet
esquire	2010-11-02T13:01:00	marco rubio|john|rubio	gop	other gop vp candidates|secret service|tea partier	floridian|hispanic
esquire	2010-10-27T13:22:00	whoopi goldberg|jeremiah wright|jan brewer|bill o'reilly	arizona|casanova	kansas city star	catholic
esquire	2010-10-22T17:03:00	rosa parks|alex wong	selma|montgomery|lincoln memorial|georgia|alabama|capitol	voting rights act|freedom ride|getty images the	greyhound
esquire	2010-10-22T15:46:00	harry reid|julie jacobson|lemann|nicholas lemann	new yorker	senate majority|columbia journalism school|associated press there|nevada senate|ivory tower|texas monthly	atlantic
esquire	2010-10-21T16:48:00	j. chivers|c. j. chivers|chivers	esquire|stalin|vietnam	red army|wehrmacht	soviet|german|cold war
esquire	2010-10-20T13:30:00	goldman	wall street	gop	dow
esquire	2010-10-20T11:46:00	ronald reagan	pennsylvania|germany	east germans|getty images the	germans|czechs|cold war|soviets
esquire	2010-10-19T17:08:00	charles baker|patrick|deval patrick|saul loeb|barack obama	chicago	commonwealth	indians
esquire	2010-10-14T13:16:00	nobel prize-winning	pakistan|iran|islamabad|kabul|afghanistan|times square|peoria|india	pashtun|taliban|the times|swat valley|team obama	pakistanis|saudis|afghan
esquire	2010-10-13T15:24:00	carl paladino|neilson barnard	new york	getty images	world war ii|jewish
esquire	2010-10-07T12:18:00	terry|randall terry|abdul rauf|stephen morton|randall	park51	florida state senate|getty images stephen morton|koran|getty images|west	hitler|british|fuhrer
esquire	2010-10-05T06:53:00	osama bin laden	pakistan	getty images this	arab
