CardId	Year	Conference	Title	Evidence	Author Names
PMC3297637	2012	increases_activity	A Disintegrin and Metalloenzyme (ADAM) 17 Activation Is Regulated by Î±5Î_1 Integrin in Kidney Mesangial Cells	 bradykinin changes glomerular permeability through ADAM17 activation-induced epiregulin shedding and EGFR	bradykinin;EGFR
PMC3757249	2013	increases_activity	Acetylation of the Cell-Fate Factor Dachshund Determines p53 Binding and Signaling Modules in Breast Cancer	 DACH1 augments p53	DACH1;p53
PMC3587705	2013	increases_activity	The human long non-coding RNA-RoR is a p53 repressor in response to DNA damage	 ( B ) Induction of the RoR promoter luciferase activity by p53 .	p53;RoR promoter luciferase
PMC3549912	2013	decreases_activity	Wnt5a Is Associated with Cigarette Smoke-Related Lung Carcinogenesis via Protein Kinase C	 betaII effectively inhibited the expressions of Wnt5a	betaII;Wnt5a
PMC3819391	2013	increases_activity	Notch-1 Signaling Regulates Microglia Activation via NF-ÎºB Pathway after Hypoxic Exposure  and 	 DAPT increased IL-10	DAPT;IL-10
PMC3462778	2012	decreases_activity	Disruption of 3D MCF-12A Breast Cell Cultures by Estrogens â€“ An  Model for ER-Mediated Changes Indicative of Hormonal Carcinogenesis	 ER inhibitor ICI	ICI;ER
PMC3594291	2013	increases_activity	GADD45Î± Induction by Nickel Negatively Regulates JNKs/p38 Activation via Promoting PP2CÎ± Expression	 arsenite is able to induce sustained JNK	arsenite;JNK
PMC3963982	2014	decreases_activity	Curcumin and Vitamin E Protect against Adverse Effects of Benzo[a]pyrene in Lung Epithelial Cells	 Curcumin and VE could reverse some of these BaP	Curcumin;BaP
PMC3570550	2013	increases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	" Overall , these studies demonstrate PSD-95 enhances TrkB induced PLCgamma and PI3K signaling pathways            , which could further facilitate PSD-95 trafficking to synapses      and modulate NMDA receptor dependent synaptic plasticity     ,    ."	TrkB;PLCgamma
PMC3573765	2012	increases_activity	"Resveratrol, a polyphenol phytoalexin, protects cardiomyocytes against anoxia/reoxygenation injury via the TLR4/NF-ÎºB signaling pathway"	" Resveratrol ( 5 , 10 or 20 muM ) treatment inhibited the degradation of I-kappaBalpha , and blocked the translocation of NF-kappaB into the nucleus ."	Resveratrol;I-kappaBalpha
PMC3587705	2013	increases_activity	The human long non-coding RNA-RoR is a p53 repressor in response to DNA damage	 damage can induce p53	damage;p53
PMC3570550	2013	decreases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	" BDNF-induced association of PSD-95 with TrkB is impaired in Ube3A m-\p+ mice, resulting in reduced activation of signaling molecules downstream of TrkB, including Akt-mTORC1"	BDNF;Akt-mTORC1
PMC3446440	2012	decreases_activity	Egr-1 contributes to IL-1-mediated down-regulation of peroxisome proliferator-activated receptor Î_ expression in human osteoarthritic chondrocytes	" Egr-1 suppressed, whereas that of Sp1 enhanced, PPARgamma promoter"	Egr-1;PPARgamma promoter
PMC3594291	2013	decreases_activity	GADD45Î± Induction by Nickel Negatively Regulates JNKs/p38 Activation via Promoting PP2CÎ± Expression	" As shown in                , constitutional expression of HA-PP2Calpha attenuated MKK3 and 6 and MKK4 and 7 , as well as their downstream JNK and p38 activation following nickel exposure ."	HA-PP2Calpha;p38
PMC3506457	2012	decreases_activity	The ORF2 glycoprotein of hepatitis E virus inhibits cellular NF-ÎºB activity by blocking ubiquitination mediated proteasomal degradation of IÎºBÎ± in human hepatoma cells	 IkappaBalpha exposes the p50/p65 nuclear localization sequence and allows NF-kappaB dimers	IkappaBalpha;NF-kappaB dimers
PMC3534123	2012	decreases_activity	PI3K Inhibition Enhances Doxorubicin-Induced Apoptosis in Sarcoma Cells	 mTOR inhibitor everolimus	everolimus;mTOR
PMC3601961	2013	decreases_activity	Protein Kinase Activity of Phosphoinositide 3-Kinase Regulates Cytokine-Dependent Cell Survival	 Blockade of PI3K lipid signaling by expression of the pleckstrin	pleckstrin;PI3K lipid
PMC3503774	2012	increases_activity	miR-200c Targets a NF-ÎºB Up-Regulated TrkB/NTF3 Autocrine Signaling Loop to Enhance Anoikis Sensitivity in Triple Negative Breast Cancer	" However , neurotrophin 3 ( NTF3 ) also activates TrkB     , and is a predicted target of miR-200c ."	neurotrophin 3;TrkB
PMC3406069	2012	increases_activity	Noscapine Induced Apoptosis via Downregulation of Survivin in Human Neuroblastoma Cells Having Wild Type or Null p53	 Noscapine exposure caused a time-dependent increase in the levels of total as well as Ser15//15-phosphorylated p53	Noscapine;p53
PMC3787382	2013	increases_activity	Recruitment of folliculin to lysosomes supports the amino acidâ€“dependent activation of Rag GTPases	" However , in accordance with a previous study                        we also observed that inhibition of mTORC1 dependent phosphorylation of these sites was also less sensitive to direct pharmacological inhibition of mTOR                   ."	mTORC1;mTOR
PMC3495968	2012	increases_activity	Transient Transfection of a Wild-Type p53 Gene Triggers Resveratrol-Induced Apoptosis in Cancer Cells	 A resveratrol mediated increase of p53 levels was not observed when the exposure of cells to this compound for 24 h was followed by the removal of resveratrol from the culture medium for an additional 24 h period ( data not shown ) .	Resveratrol;p53
PMC3534123	2012	decreases_activity	PI3K Inhibition Enhances Doxorubicin-Induced Apoptosis in Sarcoma Cells	" In the latter study , the combination of the dual PI3K and mTOR inhibitor NVP-BEZ235 plus DOX resulted in a potentiation of antiproliferative effects in vitro     ."	NVP-BEZ235;mTOR
PMC3869375	2013	increases_activity	H3K4 mono- and di-methyltransferase MLL4 is required for enhancer activation during cell differentiation	 C/EBP\u03b2 not only controls the induction of PPAR\u03b3 and C/EBP\u03b1 expression but also acts as a pioneer factor to facilitate the genomic binding of PPAR\u03b3	C/EBP\u03b2;PPAR\u03b3
PMC441372	2004	increases_activity	Polyphosphoinositides-dependent regulation of the osteoclast actin cytoskeleton and bone resorption	" Here we have demonstrated that in addition to gelsolin , OPN stimulation of PtdIns P2 association with ezrin                   and WASP ( lane 5 ) was observed ."	OPN;WASP
PMC4148113	2014	decreases_activity	Engineered ubiquitin ligase PTB-U-box targets insulin/insulin-like growth factor receptor for degradation and coordinately inhibits cancer malignancy	 IR caused by PTB-U-box could also inhibit Glut4	IR;Glut4
PMC3405501	2012	increases_activity	VEGFR2 induces c-Src signaling and vascular permeability in vivo via the adaptor protein TSAd	" Furthermore , VEGF activation of Akt and eNOS are impaired in GAB-1 knockout endothelial mice                  ."	VEGF;Akt
PMC3866170	2013	increases_activity	ERK2-Mediated Phosphorylation of Transcriptional Coactivator Binding Protein PIMT/NCoA6IP at Ser Augments Hepatic Gluconeogenesis	 Med1 mediated PPARgamma	Med1;PPARgamma
PMC4303119	2014	increases_activity	A novel role for ezrin in breast cancer angio/lymphangiogenesis	" HGF and Met-mediated Stat3 activation can in turn upregulate the expression of IL-6     , which feeds into the Stat3 and IL -6 forward loop     ."	HGF;IL-6
PMC4289935	2014	increases_activity	Amyloid Î_ Regulates the Expression and Function of AIP1	" Activated ASK1 plays a critical role in apoptosis by stimulating the downstream signaling events , especially JNK activation ."	JNK;ASK1
PMC4122675	2014	increases_activity	SMYD3 links lysine methylation of MAP3K2 to Ras-driven cancer	 MAP3K2 knockdown both impair MAP	MAP3K2;MAP
PMC3755003	2013	increases_activity	 Pyocyanin Activates NRF2-ARE-Mediated Transcriptional Response via the ROS-EGFR-PI3K-AKT/MEK-ERK MAP Kinase Signaling in Pulmonary Epithelial Cells	 PCN at between 1.3 to 25 microg/ml increased the levels of phosphorylated EGFR	PCN;EGFR
PMC516019	2004	increases_activity	Inducible cytochrome P450 activities in renal glomerular mesangial cells: biochemical basis for antagonistic interactions among nephrocarcinogenic polycyclic aromatic hydrocarbons	 CHRY induce Cyp1a1	CHRY;Cyp1a1
PMC3819391	2013	increases_activity	Notch-1 Signaling Regulates Microglia Activation via NF-ÎºB Pathway after Hypoxic Exposure  and 	 It was reported in human embryonic kidney 293T cells that NICD enhances recruitment of HIF-1alpha to its target promoters and depresses HIF-1alpha function by sequestering factor inhibiting HIF-1alpha away from HIF-1alpha after hypoxia stress     .	NICD;HIF-1alpha
PMC3755003	2013	increases_activity	 Pyocyanin Activates NRF2-ARE-Mediated Transcriptional Response via the ROS-EGFR-PI3K-AKT/MEK-ERK MAP Kinase Signaling in Pulmonary Epithelial Cells	" Furthermore , provision of antioxidant GSH also blocked the phosphorylation of AKT and ERK1 and 2 by PCN                , suggesting that PCN generated ROS were the indirect activators of EGFR ."	ROS;EGFR
PMC3755003	2013	increases_activity	 Pyocyanin Activates NRF2-ARE-Mediated Transcriptional Response via the ROS-EGFR-PI3K-AKT/MEK-ERK MAP Kinase Signaling in Pulmonary Epithelial Cells	 EGFR and PI3K inhibitors diminish PCN enhanced NRF2 accumulation in the nuclei of A549 cells .	PI3K;NRF2
PMC3574134	2013	increases_activity	The Pancreas Is Altered by  Androgen Exposure: Implications for Clinical Conditions Such as Polycystic Ovary Syndrome (PCOS)	 glucose stimulated insulin	glucose;insulin
PMC3577861	2013	increases_activity	Roles and Mechanism of miR-199a and miR-125b in Tumor Angiogenesis	 Here we demonstrate that miR-199a/125b inhibit VEGF expression levels through transcriptional activation via HIF-1\u03b1 expression.	HER2;VEGF
PMC4058076	2014	decreases_activity	Aggresome formation is regulated by RanBPM through an interaction with HDAC6	" Interestingly , our previous studies showed that RanBPM expression inhibits the ERK pathway through a regulation of c-Raf stability and also restricts cell proliferation and mobility                                     ."	RanBPM;ERK
PMC3861392	2013	increases_activity	Changes in Mitochondrial Carriers Exhibit Stress-Specific Signatures in INS-1EÎ_-Cells Exposed to Glucose Versus Fatty Acids	" Here , we observed that palmitate and oleate treatments in the presence of standard FCS concentration increased the basal more than the stimulated release of insulin , resulting in blunted glucose response ."	oleate;insulin
PMC3537119	2012	increases_activity	Interleukin 37 is a fundamental inhibitor of innate immunity	" In three other studies, blockade of TGF-\u03b2 resulted in reduced capacity of antigen presentation or costimulation in human dendritic cell in vitro; also, treatment with TGF-\u03b21 caused a reduction of IL-12 production and a reduced stimulation of T-cell proliferation by human monocyte-derived DCs .  GLOSSARY{4142098={CellProcess=4108283 CellType=10000184}}"	TGF-\u03b21;IL-12
PMC3936002	2014	decreases_activity	Regulation of p53 Level by UBE4B in Breast Cancer	" Breast cancer cells with wild-type p53 often have high levels of the oncogenic protein Hdm2 , which suggests that Hdm2 may block p53 function     -    ."	Hdm2;p53
PMC3866170	2013	increases_activity	ERK2-Mediated Phosphorylation of Transcriptional Coactivator Binding Protein PIMT/NCoA6IP at Ser Augments Hepatic Gluconeogenesis	" In addition, the expression of PEPCK and serum glucose levels were also found to be elevated .Taken together, these results establish that PIMT is phosphorylated in intact liver cells and that this pathway is functional in the liver at the physiological levels of PIMT and PEPCK and PIMT and augments hepatic gluconeogenesis. (A) 293T cells were stimulated with T3//3 (2\u00b5M) or vehicle control DMSO for the indicated time points and the phosphorylation of pERK1/2 was examined by western blotting."	Thyroid hormone;pERK
PMC3570550	2013	increases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	 BDNF-induced Erk	BDNF;Erk
PMC4303119	2014	decreases_activity	A novel role for ezrin in breast cancer angio/lymphangiogenesis	" Ezrin depletion in MDA231 cells , expressing endogenous WT Src , also diminished IL-6 levels in cell lysate and CM                                                                                                                                                                                                   ."	Ezrin;IL-6
PMC3262806	2012	increases_activity	P120-Catenin Isoforms 1 and 3 Regulate Proliferation and Cell Cycle of Lung Cancer Cells via Î_-Catenin and Kaiso Respectively	 Restoration of p120ctn isoform 3 by transfection of p120ctn-3A	p120ctn-3A;p120ctn isoform 3
PMC3592994	2013	increases_activity	Intrahepatic Cholestasis of Pregnancy Levels of Sulfated Progesterone Metabolites Inhibit Farnesoid X Receptor Resulting in a Cholestatic Phenotype	 EPS were unable to induce the recruitment of the SRC-1	EPS;SRC-1
PMC3570550	2013	increases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	" PSD-95 knockdown in SH-SY5Y-TrkB cells also blocked Akt and CaMKII , but not Erk activation             ."	PSD-95;Erk
PMC3801437	2013	increases_activity	"IFNÎ_-dependent increases in STAT1, STAT2, and IRF9 mediate resistance to viruses and DNA damage"	" IFN-induced genes, including STAT1"	IFN;STAT1
PMC3757249	2013	decreases_activity	Acetylation of the Cell-Fate Factor Dachshund Determines p53 Binding and Signaling Modules in Breast Cancer	 DACH1 enhances p53	DACH1;p53
PMC3570550	2013	increases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	 PSD-95 knockdown in SH-SY5Y-TrkB cells also blocked Akt	PSD-95;Akt
PMC4007333	2009	decreases_activity	Atorvastatin attenuates homocysteine-induced apoptosis in human umbilical vein endothelial cells via inhibiting NADPH oxidase-related oxidative stress-triggered p38MAPK signaling	 Atorvastatin inhibited Hcy induced activation of NADPH oxidase	Atorvastatin;NADPH
PMC3934890	2014	increases_activity	Nuclear Interaction between ADR-Induced p65 and p53 Mediates Cardiac Injury in iNOS (âˆ’/âˆ’) Mice	 ADR-Induced p65 and p53	ADR;p53
PMC3549912	2013	increases_activity	Wnt5a Is Associated with Cigarette Smoke-Related Lung Carcinogenesis via Protein Kinase C	 Wnt5a induced the activations of PKC and Akt	Wnt5a;Akt
PMC4053140	2012	increases_activity	Maintenance of -nitrosothiol homeostasis plays an important role in growth suppression of estrogen receptor-positive breast tumors	" As shown in Figure  , treatment of estrogen deprived MCF-7 cells with CSNO or auranofin , added separately or in combination , induced an almost exclusively nuclear localization of ERalpha , with a clear reduction of the cytoplasmic levels of the receptor ."	estrogen;ERalpha
PMC3594291	2013	increases_activity	GADD45Î± Induction by Nickel Negatively Regulates JNKs/p38 Activation via Promoting PP2CÎ± Expression	 nickel exposure induces VEGF	nickel;VEGF
PMC3755003	2013	increases_activity	 Pyocyanin Activates NRF2-ARE-Mediated Transcriptional Response via the ROS-EGFR-PI3K-AKT/MEK-ERK MAP Kinase Signaling in Pulmonary Epithelial Cells	 GSH to determine whether these two compounds would inhibit the transcription of gamma-GCSh and NQO1 genes by PCN-induced NRF2	GSH;NRF2
PMC3307315	2012	increases_activity	Wilms Tumor Gene on X Chromosome (WTX) Inhibits Degradation of NRF2 Protein through Competitive Binding to KEAP1 Protein	 FLAG-NRF2 activated an ARE-luciferase reporter	FLAG-NRF2;ARE-luciferase reporter
PMC3386200	2012	increases_activity	Regional Heterogeneity in Murine Lung Fibroblasts from Normal Mice or Mice Exposed Once to Cigarette Smoke	 Exogenous TGFbeta markedly increased Col1alpha1 production by LAF and MAF but had no effect on PF .	MAF;TGFbeta
PMC3309901	2012	decreases_activity	Oncogenic Function of  in Colon Cancer through the Regulation of Î_-catenin	" \u03b2-catenin is then ubiquitinated, leading to its rapid proteasomal"	\u03b2-catenin;proteasomal
PMC3257265	2012	decreases_activity	"Amelioration of Acute Kidney Injury in Lipopolysaccharide-Induced Systemic Inflammatory Response Syndrome by an Aldose Reductase Inhibitor, Fidarestat"	 AR inhibitor treatment suppressed the elevation of cytokine mRNA	AR;cytokine mRNA
PMC3570550	2013	decreases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	" Arc transfection resulted in a significant increase in its association with PSD-95 ( ** p < 0.01 ) , and disrupted TrkB binding ."	Arc;TrkB
PMC3954878	2014	decreases_activity	Enhanced Insulin Sensitivity Associated with Provision of Mono and Polyunsaturated Fatty Acids in Skeletal Muscle Cells Involves Counter Modulation of PP2A	" In line with previous studies     , we show that PA inhibits Src activation based on a reduction in SrcY416 phosphorylation and a concomitant reduction in the downstream phosphorylation of PP2Ac on Tyr307         ."	PA;Src
PMC3954878	2014	increases_activity	Enhanced Insulin Sensitivity Associated with Provision of Mono and Polyunsaturated Fatty Acids in Skeletal Muscle Cells Involves Counter Modulation of PP2A	 Beneficial gains in insulin sensitivity and the ability of unsaturated fatty acids to oppose palmitate induced insulin resistance in muscle cells may partly be accounted for by counter modulation of PP2A .	palmitate;insulin
PMC3941044	2014	decreases_activity	CIP2A oncoprotein controls cell growth and autophagy through mTORC1 activation	 mTORC1-regulated ubiquitin modifications whose precise nature remains to be defined and that ubiquitination may regulate the p62/SQSTM1-dependent autophagic degradation of CIP2A	mTORC1;CIP2A
PMC3954878	2014	increases_activity	Enhanced Insulin Sensitivity Associated with Provision of Mono and Polyunsaturated Fatty Acids in Skeletal Muscle Cells Involves Counter Modulation of PP2A	 oleic acid and linoleic acid induce an increase in insulin sensitivity based on enhanced Akt- and Erk-directed insulin	oleic acid;insulin
PMC3735524	2013	increases_activity	GATA-2 Transduces LPS-Induced  Gene Expression in Macrophages via a Toll-Like Receptor 4/MD88/MAPK-Dependent Mechanism	 MyD88 knocking down attenuated LPS-induced GATA-2	MyD88;GATA-2
PMC3836402	2013	increases_activity	LRG1 promotes angiogenesis by modulating endothelial TGFÃŸ signalling	 LRG1 alone did not activate Smad2/3 or Smad1	LRG1;Smad1
PMC3954878	2014	increases_activity	Enhanced Insulin Sensitivity Associated with Provision of Mono and Polyunsaturated Fatty Acids in Skeletal Muscle Cells Involves Counter Modulation of PP2A	 OA all promoted Src	OA;Src
PMC3626705	2013	increases_activity	MEK and the inhibitors: from bench to bedside	" In a phase I clinical trial of 46 evaluable patients , GDC-0973 in combination with GDC-0941 induced PR in 3 patients ( B-Raf melanoma , B-Raf pancreatic cancer , K-Ras endometrioid cancer ) and stable disease in 5      ."	trial;PR
PMC3784415	2013	increases_activity	SOCS-1 Mediates Ubiquitylation and Degradation of GM-CSF Receptor	 Knockdown of endogenous SOCS-1 using lentivirus driven shRNA against SOCS-1 in comparison to scrambled lenti-shRNA ( shScr ) in TF-1 cells increased the level of GMRbetac                      .	SOCS-1;GMRbetac
PMC4058076	2014	decreases_activity	Aggresome formation is regulated by RanBPM through an interaction with HDAC6	" Altogether , these results suggest that RanBPM inhibits HDAC6 activity and that proteasome inhibition affects HDAC6 solubility and alpha-tubulin acetylation through mechanisms that appear to be independent of RanBPM expression ."	RanBPM;HDAC6
PMC3943677	2014	decreases_activity	Î±-catenin acts as a tumor suppressor in E-cadherin-negative basal-like breast cancer by inhibiting NF-ÎºB signaling	 alpha-catenin decreased IkappaBalpha	alpha-catenin;IkappaBalpha
PMC4148113	2014	increases_activity	Engineered ubiquitin ligase PTB-U-box targets insulin/insulin-like growth factor receptor for degradation and coordinately inhibits cancer malignancy	 IGF-1R and IR effectively attenuates the downstream MAPK and PI3K	IGF-1R;PI3K
PMC3795476	2013	increases_activity	Long interspersed element-1 is differentially regulated by food-borne carcinogens via the aryl hydrocarbon receptor	 PhIP induced association of ORF1 and ERalpha	PhIP;ERalpha
PMC3661391	2013	increases_activity	"Extranuclear ERÎ± is associated with regression of T47D PKCÎ±-overexpressing, tamoxifen-resistant breast cancer"	 E2 and RAL induce ERalpha translocation from the nucleus to extranuclear sites in vivo	RAL;ERalpha
PMC3969724	2014	decreases_activity	c-Cbl inhibits angiogenesis and tumor growth by suppressing activation of PLCÎ_1	 c-Cbl activity negatively regulates VEGF	c-Cbl;VEGF
PMC3930586	2014	decreases_activity	Identification of Host-Targeted Small Molecules That Restrict Intracellular  Growth	 Imatinib inhibits the ABL family tyrosine kinases ABL1	Imatinib;ABL1
PMC3787382	2013	increases_activity	Recruitment of folliculin to lysosomes supports the amino acidâ€“dependent activation of Rag GTPases	 Rag GTPase mutants to rescue both TFEB and mTOR	Rag GTPase mutants;mTOR
PMC3667761	2013	decreases_activity	CDK4 T172 Phosphorylation Is Central in a CDK7-Dependent Bidirectional CDK4/CDK2 Interplay Mediated by p21 Phosphorylation at the Restriction Point	 Our data indicate that p21 inhibitory activity can be deactivated inside the inhibited cyclin D and CDK4 complex by other active CDK4 complexes .	CDK4;p21
PMC3819391	2013	decreases_activity	Notch-1 Signaling Regulates Microglia Activation via NF-ÎºB Pathway after Hypoxic Exposure  and 	 Here we showed that IL-10 expression was suppressed by Notch signaling in microglia after hypoxic exposure .	Notch;IL-10
PMC4230785	2014	increases_activity	A adenosine receptorâ€“stimulated exocytosis in bladder umbrella cells requires phosphorylation of ADAM17 Ser-811 and EGF receptor transactivation	 PKC might act to stimulate ADAM17	PKC;ADAM17
PMC3596251	2013	increases_activity	Regulatory mode shift of Tbc1d1 is required for acquisition of insulin-responsive GLUT4-trafficking activity	" In 3T3L1 adipocytes , knockdown of LRP1 resulted in reduced GLUT4 expression and decreased insulin stimulated glucose uptake , suggesting the importance of LRP1 in appropriate GLUT4 behavior ."	LRP1;insulin
PMC4045772	2014	decreases_activity	Structure of the BTB Domain of Keap1 and Its Interaction with the Triterpenoid Antagonist CDDO	 Keap1 acts to negatively regulate Nrf2	Keap1;Nrf2
PMC3936002	2014	increases_activity	Regulation of p53 Level by UBE4B in Breast Cancer	 Hdm2-mediated p53	Hdm2;p53
PMC3832248	2013	increases_activity	Serine phosphorylation of cortactin is required for maximal host cell invasion by 	" Interestingly , several effector proteins from Salmonella enterica , including SopE , SopE2 and SopB , modulate the activity of Cdc42 and Rac1 to manipulate actin cytoskeleton rearrangements        ."	SopE;Cdc42
PMC3570550	2013	increases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	" CN2097 prevented Arc association with PSD-95 ( ** p < 0.01 ) , and restored TrkB binding to WT levels ( p < 0.1 ) ."	CN2097;TrkB
PMC3963982	2014	increases_activity	Curcumin and Vitamin E Protect against Adverse Effects of Benzo[a]pyrene in Lung Epithelial Cells	" Benzo [ a ] pyrene ( BaP ) , a well-known environmental carcinogen , promotes oxidative stress and DNA damage ."	Benzo[a]pyrene;damage
PMC3587705	2013	increases_activity	The human long non-coding RNA-RoR is a p53 repressor in response to DNA damage	" Although hnRNP I is a nuclear protein, cell fractionation experiments revealed a small amount of hnRNP I in the cytoplasm ."	hnRNP I;p53
PMC4002979	2010	decreases_activity	Neferine inhibits angiotensin II-stimulated proliferation in vascular smooth muscle cells through heme oxygenase-1	 HO-1 up-regulation suppresses the ERK1	HO-1;ERK1
PMC3791481	2013	decreases_activity	OTUB1 enhances TGFÎ_ signalling by inhibiting the ubiquitylation and degradation of active SMAD2/3	" NEDD4L induces K48-linked polyubiquitin chains on FLAG-SMAD3 , and E3-mediated degradation of endogenous SMAD2/3"	NEDD4L;SMAD2/3
PMC3784415	2013	decreases_activity	SOCS-1 Mediates Ubiquitylation and Degradation of GM-CSF Receptor	 SOCS-1 decreases GMRbetac	SOCS-1;GMRbetac
PMC400660	2004	increases_activity	Transforming growth factor-Î_ induces Cdk2 relocalization to the cytoplasm coincident with dephosphorylation of retinoblastoma tumor suppressor protein	 Our results indicate that the soluble nuclear Cdk2 fraction is the most relevant target of TGF-beta and rapamycin with respect to Rb dephosphorylation and cell cycle arrest induced by TGF-beta and rapamycin .	TGF-beta;Rb
PMC3594291	2013	increases_activity	GADD45Î± Induction by Nickel Negatively Regulates JNKs/p38 Activation via Promoting PP2CÎ± Expression	" activation of JNK and p38, but not Erk"	Erk;JNK
PMC3963982	2014	decreases_activity	Curcumin and Vitamin E Protect against Adverse Effects of Benzo[a]pyrene in Lung Epithelial Cells	 curcumin and VE attenuated BaP-induced ROS	curcumin;ROS
PMC3853361	2013	decreases_activity	Anti-addiction drug ibogaine inhibits voltage-gated ionic currents: A study to assess the drug's cardiac ion channel profile	" calcium channel blocker isradipine, which should shorten the AP, indeed reduced AP duration"	calcium;duration
PMC3767789	2013	increases_activity	A Bmi1-miRNAs Cross-Talk Modulates Chemotherapy Response to 5-Fluorouracil in Breast Cancer Cells	 Bmi1 knockdown led to p53	p53;Bmi1
PMC3973334	2014	increases_activity	Transcriptional repressor NIR interacts with the p53-inhibiting ubiquitin ligase MDM2	 ( D ) Knockdown of endogenous NIR and MDM2 cooperate to stimulate transcription of the p53 responsive p21 gene .	NIR;p21
PMC3799453	2013	increases_activity	A Common Docking Domain in Progesterone Receptor-B links DUSP6 and CK2 signaling to proliferative transcriptional programs in breast cancer cells	 progesterone induces STAT5A	progesterone;STAT5A
PMC3799453	2013	increases_activity	A Common Docking Domain in Progesterone Receptor-B links DUSP6 and CK2 signaling to proliferative transcriptional programs in breast cancer cells	 estradiol is generally required for robust Progesterone receptors	estradiol;Progesterone receptors
PMC420458	2004	decreases_activity	"Direct interaction between Smad3, APC10, CDH1 and HEF1 in proteasomal degradation of HEF1"	 A cartoon that illustrates possible pathways for Smad3 induced HEF1 degradation involving APC10 and CDH1 .	HEF1;CDH1
PMC3626705	2013	increases_activity	MEK and the inhibitors: from bench to bedside	 MEK3 can only activate p38alpha	MEK3;p38alpha
PMC3570550	2013	increases_activity	Impairment of TrkB-PSD-95 Signaling in Angelman Syndrome	" Overall , these studies demonstrate PSD-95 enhances TrkB induced PLCgamma and PI3K signaling pathways            , which could further facilitate PSD-95 trafficking to synapses      and modulate NMDA receptor dependent synaptic plasticity     ,    ."	PSD-95;PLCgamma
PMC3747992	2013	decreases_activity	The HILDA Complex Coordinates a Conditional Switch in the 3â€_-Untranslated Region of the  mRNA	 IFN-gamma activation of the GAIT pathway inhibited VEGF-A	IFN-gamma;VEGF-A
PMC3936002	2014	increases_activity	Regulation of p53 Level by UBE4B in Breast Cancer	 The results of these studies suggest that UBE4B-mediated p53 degradation may contribute to the poor prognosis of breast cancer patients and that UBE4B expression may be a marker the response of breast cancer to treatment.	UBE4B;p53
PMC3973334	2014	decreases_activity	Transcriptional repressor NIR interacts with the p53-inhibiting ubiquitin ligase MDM2	 block of the inhibitory MDM2-p53 interaction by p53	p53;MDM2-p53
PMC3792062	2013	increases_activity	PKCÎ±-Specific Phosphorylation of the Troponin Complex in Human Myocardium: A Functional and Proteomics Analysis	 Human recombinant cTn was maximally phosphorylated by PKCalpha ( based on the phospho specific Pro-Q Diamond staining ) and MRM was used to determine PKCalpha induced phosphorylation levels of recombinant cTnI           .	PKCalpha;recombinant cTnI
PMC3733915	2013	increases_activity	Akt-Induced Phosphorylation of N-CoR at Serine 1450 Contributes to Its Misfolded Conformational Dependent Loss (MCDL) in Acute Myeloid Leukemia of the M5 Subtype	 N-CoR could initially trigger ER	N-CoR;ER
PMC3668633	2013	increases_activity	A role for the tyrosine kinase ACK1 in neurotrophin signaling and neuronal extension and branching	 Ack1 promoted a higher activation of ERK	Ack1;ERK
PMC3819391	2013	increases_activity	Notch-1 Signaling Regulates Microglia Activation via NF-ÎºB Pathway after Hypoxic Exposure  and 	" As NF-kappaB phosphorylation and translocation induced by hypoxia was hindered by Notch inhibition , we next investigated whether this is due to an interference with upstream NF-kappaB signaling pathway via Toll like receptor 4 ( TLR4 ) signaling through Myd88 and TRAF6 ."	NF-kappaB;Toll like receptor 4
PMC3954878	2014	increases_activity	Enhanced Insulin Sensitivity Associated with Provision of Mono and Polyunsaturated Fatty Acids in Skeletal Muscle Cells Involves Counter Modulation of PP2A	 OA and LOA may enhance insulin	OA;insulin
PMC3965384	2014	increases_activity	JMJD6 Promotes Colon Carcinogenesis through Negative Regulation of p53 by Hydroxylation	" Current literature including studies from our own lab indicates that p53 degradation is mediated by several ubiquitin ligases, including MDM2 - , Pirh2 , COP1 , ARF-BP1 , and JFK , , and interestingly, there exist autoregulatory negative feedback loops between p53 and each of MDM2, Pirh2, COP1, and JFK."	ubiquitin ligases;p53
PMC516019	2004	increases_activity	Inducible cytochrome P450 activities in renal glomerular mesangial cells: biochemical basis for antagonistic interactions among nephrocarcinogenic polycyclic aromatic hydrocarbons	" ANTH alone ( 0.03 - 30 muM ) did not induce Cyp1a1 at any concentration , but modestly enhanced ( 3 muM ) the mesangial cell response to BaP ( 3 or 30 muM ) ."	ANTH;Cyp1a1
PMC3784415	2013	decreases_activity	SOCS-1 Mediates Ubiquitylation and Degradation of GM-CSF Receptor	 SOCS-1 decreases GMRbetac expression level in a proteasome	SOCS-1;proteasome
PMC3718631	2013	increases_activity	Role of moesin in hyaluronan induced cell migration in glioblastoma multiforme	 HA treatment activates and promotes EGFR	HA;EGFR
