id,date,type,city,state,ideology,group,description,image
910,7/17/2011,Extremist Murder,Fort Stewart,GA,Right Wing (Anti-Government),"FEAR (Forever Enduring, Always Ready)","Isaac Aguigui, who pleaded guilty to killing two people in connection with FEAR in December 2011, killed his pregnant wife by handcuffing her and choking her to death. He did so in order to obtain a large amount of insurance money to finance the activities of his militia group.",
785,7/13/2011,Extremist Murder,Eagle Bridge,NY,Right Wing (White Supremacist),,"Matthew Slocum, 23, set fire to a house in which he lived with his family, killing three, and then abducted his girlfriend and 4-month-old son in July 2011. He was caught in Gilsum, NH.",
1029,7/13/2011,Extremist Murder,Harris,OK,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"White supremacist Kalvin Kyle McCown was indicted in January 2016 on charges that he and two other men shot a man to increase their position in the Aryan Brotherhood of Texas. In late October 2017, Green, McCown and Hill were given 25 years, 20 years and 15 years respectively, all without parole.",
248,07/2011,Terrorist Plot/Attack,Birmingham,AL,Islamist,,Ulugbek Qodirov threatened to kill President Obama on four separate occasions. He was eventually charged with illegally possessing a weapon.,
1201,07/2011,Terrorist Plot/Attack,Killeen,TX,Islamist,,"Naser Jason Abdo plotted to bomb a restaurant near Fort Hood, TX, frequented by soldiers and their families. He planned to shoot any survivors.",
2259,07/2011,Terrorist Plot/Attack,Seattle,WA,Islamist,,Michael McCright tried to force a marine’s car off Interstate 5 in Seattle.,
1875,6/19/2011,Extremist/Police Shootout,Page,AZ,Right Wing (Anti-Government),Republic for the united [sic] states of America,A police officer shot and killed sovereign citizen William Foust after a physical confrontation. The officer was responding to a domestic violence call at a business owned by Foust.,
1335,6/12/2011,Extremist/Police Shootout,Lolo,MT,Right Wing (Anti-Government),Project 7,"Law enforcement officers exchanged gunfire with fugitive and former militia leader David Earl Burgert, Jr. The deputies were responding to a 911 call regarding an erratically driven car when they spotted a vehicle matching the description. The driver, identified as Burgert, led the officers on a car chase before shooting at them. He later escaped into the forest.",
31,06/2011,Terrorist Plot/Attack,Alexandria,VA,Islamist,,"Yonathan Melaku shot at the USMC museum, Iwo Jima memorial and Pentagon. Six months later, law enforcement caught Melaku as he plotted to desecrate the Arlington National Cemetery",
2258,06/2011,Terrorist Plot/Attack,Seattle,WA,Islamist,,"Abu Khalid Abdul Latif, with his co-conspirator Walli Mujahidh, planned to attack a military center in Seattle during a large gathering of new recruits and their families, using automatic weapons and grenades.",
2010,5/16/2011,Extremist Murder,Provo,UT,Right Wing (White Supremacist),SAW (Silent Aryan Warriors),"Drug dealer Yuri Sanchez Lara, 32, and SAW member Darrell Wayne Morris, 38, were arrested on charges of aggravated murder and conspiracy to commit aggravated murder in May 2011. In early June, another SAW member, Danny Leroy Logue, was identified as being the other person involved in the murder. He was charged with a number of charges, including aggravated murder.",
864,5/1/2011,Extremist/Police Shootout,Fairview,OK,Right Wing (Other),,"Law enforcement officers fatally shot fugitive Sandlin Matthews Smith, after locating him at a campsite where he brandished a weapon at them. Smith was on the run after allegedly detonating a pipe bomb at an Islamic Center a year earlier.",
1446,05/2011,Terrorist Plot/Attack,Madison,WI,Right Wing (Other),,"Ralph W. Lang was arrested in May 2011 for plotting to kill Planned Parenthood employees in Wisconsin. During questioning by the police, Lang admitted that he was planning to kill staff members at the Planned Parenthood clinic in Madison the following morning. Lang was sentenced in August 2013 to 10 years in prison.",
1735,05/2011,Terrorist Plot/Attack,New York,NY,Islamist,,"Ahmed Ferhani plotted to bomb multiple targets in New York City, including an unspecified synagogue, a church and the Empire State Building.",
699,4/13/2011,Extremist Murder,Darden,TN,Right Wing (White Supremacist),Aryan Nations,"White supremacists Zachary Rye Adams and Jason Wayne Autry allegedly abducted and murdered a woman outside her home in April 2011. A third member, Mark Peacy, was charged with evidence tampering and accessory after the fact.",
1122,3/14/2011,Extremist Murder,Hull,TX,Right Wing (White Supremacist),Multiple Groups,"Tanner Lynn Bourque, 33, and Kenny Don Stanley, 25, pleaded guilty to charges of murder in aid of racketeering in summer 2013. Vicki Stark-Fitts, who supplied meth and firearms to the others, pleaded guilty to participating in racketeering activity. In October 2013, Kenny Don Stanley was sentenced to life in federal prison. In January 2014, Bourque was sentenced to life in federal prison.",
120,3/11/2011,Extremist Murder,Atlanta,GA,Right Wing (White Supremacist),Multiple Groups,"White supremacists Donald R. LaFond, 53, and Jason Robert Widdison, 35, were convicted in February 2011 for murdering a white inmate because he did not request a new prison cell without a non-white roommate.",
1629,3/11/2011,Extremist Murder,Mobile,AL,Right Wing (White Supremacist),Alabama Aryan Brotherhood,"White supremacist Daniel Dwight Brown shot a man multiple times in the back and was convicted in May 2013, getting life in prison. The motive is unclear.",
856,03/2011,Terrorist Plot/Attack,Fairbanks,AK,Right Wing (Anti-Government),,"Four sovereign citizens and militia members were arrested in March 2011 for plotting to murder federal and state government officials engaged in criminal cases against some of them. On January 8, 2013, a U.S. District court judge sentenced Alaska Peacemakers Militia members Schaeffer Cox and Lonnie Vernon to over 25 years in prison each. Lonnie Vernon’s wife Karen received a sentence of 12 years in prison. Coleman Barney received a five-year sentence on weapons charges. In 2017, an appeals court threw out Cox's conviction for soliciting the murder of federal officials but reaffirmed his murder conspiracy conviction.",
23,2/9/2011,Extremist/Police Shootout,Albuquerque,NM,Right Wing (White Supremacist),,A police officer shot and killed white supremacist Jacob Adam Mitschelen after he allegedly pulled a gun during a routine traffic stop that turned into a foot chase.,
2042,2/8/2011,Extremist Murder,Readfield,ME,Right Wing (White Supremacist),,"David Silva, Jr., 32, was charged in April 2011 with killing a man and then setting fire to his home to cover up the evidence. In January 2013, Silva pleaded guilty in Kennebec County Superior Court to murder, robbery, arson and theft charges.",
1430,02/2011,Terrorist Plot/Attack,Lubbock,TX,Islamist,,"Khalid Ali-M Aldawsari plotted to bomb nuclear and hydroelectric power plants in Colorado and California, the Dallas home of George W. Bush, and the homes of military veterans who had been stationed at Abu Ghraib prison in Iraq.",
656,1/5/2011,Extremist Murder,Cooperstown,ND,Right Wing (White Supremacist),,"White supremacist Daniel Wacht allegedly killed and decapitated a man in January 2011 to signify the presence of Aryan Nations in the area. In August 2012, Wacht was sentenced to life without parole.",
72,01/2011,Terrorist Plot/Attack,Apache Junction,AZ,Right Wing (White Supremacist),,White supremacist Jeffrey Harbin was indicted in January 2011 for possessing and transporting an explosive device. He was sentenced to two years in prison after pleading guilty. Prosecutors in the case alleged that Harbin made the explosive devices to be used during vigilante operations on the Mexican border and designed them to cause the most carnage possible.,
1027,01/2011,Terrorist Plot/Attack,Hardy,AR,Right Wing (White Supremacist),,"Jason Walter Barnwell, Gary Don Dodson, Jake Murphy and Dustin Hammond were arrested in January 2011 for planning to use Molotov cocktails to firebomb a biracial couple’s home during the Martin Luther King, Jr., holiday. All four ended up pleading guilty to federal hate crimes charges. Another defendant, Wendy Treybig, also a white supremacist, pleaded guilty to obstructing justice in connection with the incident.",
2324,01/2011,Terrorist Plot/Attack,Spokane,WA,Right Wing (White Supremacist),,"White supremacist Kevin Harpham was arrested in January 2011 after attempting to bomb a Spokane, WA, Martin Luther King, Jr., Day parade. Harpham confessed to planting a backpack along the parade route containing a pipe bomb designed to be triggered by a radio frequency system. He was sentenced to 32 years in prison.",
1540,12/13/2010,Extremist/Police Shootout,Mesa,AZ,Right Wing (White Supremacist),,"Law enforcement officers arrested white supremacist Johnny Shane McNeel after he got into a confrontation with a deputy who recognized him as someone wanted by authorities. During the confrontation, McNeel was able to escape, but was later captured.",
1826,12/6/2010,Extremist Murder,Oklahoma City,OK,Right Wing (White Supremacist),,"White supremacist Ronald Seth Banks choked his girlfriend to death and hid her body in December 2010. He pleaded guilty in March 2011, getting a sentence of life without parole.",
968,12/2/2010,Extremist Murder,Gautier,MS,Right Wing (White Supremacist),Mississippi Aryan Brotherhood,"Four Mississippi Aryan Brotherhood members, Eric Glenn Parker, Mitchell Burnell Valentine, Walter Thomas Burrus and Wendell Perry Eaves, were arrested in November 2011 for the murder of a man who was also a member of the Mississippi Aryan Brotherhood. The incident later became the centerpiece of a racketeering investigation that resulted in 42 people being indicted. Eric Glenn Parker sentenced to life in prison in December 2016.",
185,12/2010,Terrorist Plot/Attack,Baltimore,MD,Islamist,,"Antonio Martinez attempted to detonate a car bomb at an army recruiting center in Catonsville, MD.",
1982,11/2010,Terrorist Plot/Attack,Portland,OR,Islamist,,"Mohamed Osman Mohamud attempted to set off what he thought was a car bomb at a Christmas tree lighting in Portland, OR.",
948,10/20/2010,Extremist Murder,Ft. Myers,FL,Right Wing (White Supremacist),,"White supremacist Lawrence Paul Rasnick, Jr., was arrested in November 2011 for the murder of a man whose body was dumped on the side of the road, then set on fire. He was charged with premeditated murder and felony kidnapping-inflicting bodily harm or terrorizing a victim.",
696,10/8/2010,Extremist/Police Shootout,Danbury,CT,Right Wing (White Supremacist),Aryan Brotherhood,A law enforcement officer fatally shot escaped convict and white supremacist Albert James Voute III after Voute pointed a gun at the trooper during a traffic stop that turned into a foot pursuit. The car Voute was driving was reportedly stolen.,
30,10/2010,Terrorist Plot/Attack,Alexandria,VA,Islamist,,Farooque Ahmed attempted to provide material support to terrorists and assisted in planning an attack involving multiple bombings at Metrorail stations in the Washington D.C. area.,
2628,9/17/2010,Extremist/Police Shootout,West Odessa,TX,Right Wing (Anti-Government),,"Police arrested sovereign citizen Victor Dewayne White after a confrontation and 22-hour standoff in which White exchanged gunfire with police and taunted law enforcement officials. During the initial confrontation, White injured two officers and a civilian.",
648,09/2010,Terrorist Plot/Attack,Concord,NC,Right Wing (Other),,"Justin Carl Moose was arrested in September 2010 for providing information related to the making, use or manufacture of an explosive, destructive device or weapon of mass destruction to help an individual he believed was planning to bomb a North Carolina women’s healthcare clinic. Moose, a self-proclaimed member of ""Army of God,"" an extreme anti-abortion group, pleaded guilty to distributing information on making and using explosives. He was sentenced to three years in prison.",
1439,09/2010,Terrorist Plot/Attack,Madera,CA,Right Wing (Other),,"Donny Eugene Mower was sentenced to five years in prison in September 2010 for firebombing the Madera Planned Parenthood Clinic and vandalizing a mosque on August 24, 2010. In October 2011, Mower pleaded guilty to the charges.",
2394,8/31/2010,Extremist Murder,Sun Valley,NV,Right Wing (White Supremacist),,"Ronald Hulsey and Jeremy Turner attacked and killed an African-American man and killed his mother, who had tried to intervene. Both men were convicted in September 2011.",
1518,8/25/2010,Extremist Murder,McAlpin,FL,Right Wing (White Supremacist),Black Pistons Motorcycle Gang,"James Lindsey Howze, a white supremacist, and Lonnie Robert Munn allegedly tied up and shot three people in their home. A third suspect, Allen Hughes, was arrested on charge of conspiracy to commit armed robbery. Howze was sentenced in October 2011 to three consecutive life sentences plus 180 years.",
1299,8/13/2010,Extremist Murder,Laurel,MS,Right Wing (White Supremacist),Mississppi Aryaan Brotherhood,"Justin Blakeney was arrested for murder of a two-year-old girl. In 2014, Blakeney received the death sentence. In November 2017, however, the Supreme Court of Mississippi overturned his conviction. He will have a new trial because of misreported evidence.",
2452,8/5/2010,Extremist Murder,Tempe,AZ,Right Wing (White Supremacist),,"White supremacists Charles Rodney Mullen and Craig Michael Devine were arrested in August 2010 for the murder of two people. Mullen pleaded guilty in 2015 and received two concurrent life terms. Prosecutors originally sought the death penalty for Devine; however, they changed their minds in 2016 and allowed him to make a plea for two consecutive life sentences.",
2241,8/4/2010,Extremist Murder,"Santa Rosa, NM",NM,Right Wing (White Supremacist),Arizona Aryan Brotherhood,"Casslyn Welch and Arizona Aryan Brotherhood member John McCluskey shot two people to death and burned their bodies. McCluskey was convicted of murder, carjacking and other charges in October 2013. In June 2014, McCluskey was sentenced to life in prison followed by a consecutive 235-year term for carjacking and murder.",
2323,08/2010,Terrorist Plot/Attack,Spokane,WA,Right Wing (White Supremacist),,"White supremacist Wayde Lynn Kurt was arrested in August 2010 for planning to assassinate President Obama as part of a terrorist attack that he called his ""final solution.” His plans included a bombing that would ""dwarf” the 1995 Oklahoma City bombing. Convicted in 2011, Kurt was sentenced to 13 years in prison.",
101,07/27/2010,Terrorist Plot/Attack,Astoria,OR,Left Wing,Animal Liberation Front ,"Members of the Animal Liberation Front firebombed a farm because they believed it was an active mink farm, damaging vehicles and buildings. ",
650,7/26/2010,Extremist Murder,Concord,NH,Right Wing (White Supremacist),Brotherhood of White Warriors,"William Edic and Thomas Milton were arrested in July 2010 for murdering an inmate, kicking him in the head until his skull caved in because they believed he was an informant. In July 2014, a jury in Merrimack County, New Hampshire, Superior Court found Edic guilty of second-degree murder and falsifying physical evidence.",
2218,7/26/2010,Extremist Murder,San Quentin,CA,Right Wing (White Supremacist),,"Frank Anthony Souza, 31, allegedly stabbed an inmate. In February 2012, Souza pleaded guilty to first-degree murder with special circumstances in exchange for a life-without-parole conviction and giving up his right of appeal. He received his second life sentence in April 2012.",
1791,7/21/2010,Extremist Murder,North Middleton Township,PA,Right Wing (Anti-Government),,"Raymond Franklin Peake, 64, was arrested on charges of homicide, robbery, aggravated assault and conspiracy in the July 2010 murder of a 42-year-old man at a Pennsylvania Game Commission shooting range.",
1809,7/18/2010,Extremist/Police Shootout;Terrorist Plot/Attack,Oakland,CA,Right Wing (Anti-Government),,"Law enforcement officers shot and wounded Byron Christopher Williams after he opened fire on four California Highway Patrol officers who stopped him for speeding and weaving through traffic. Williams, spurred by racism and anti-government sentiment, was on his way to conduct shootings at liberal non-profit organizations.",
1794,7/9/2010,Extremist Murder,Northampton,PA,Right Wing (Other),,"Michael Ballard, 36, was arrested for stabbing four people to death inside a home. Ballard was arrested following a car crash shortly thereafter.",
2221,07/07/2010,Terrorist Plot/Attack,Sandy,UT,Left Wing,Animal Liberation Front ,"An Animal Liberation Front activist set fire to a restaurant, causing damages but no casualties. ",
58,07/2010,Terrorist Plot/Attack,Anchorage,AK,Islamist,,"Paul Rockwood researched explosive components, construction of remote-triggering devices, and ways to build bombs delivered by mail carriers. He hoped to kill his 15 targets with mail bombs or by shooting them in the head.",
2123,06/05/2010,Terrorist Plot/Attack,Salt Lake City,UT,Left Wing,Animal Liberation Front ,"Walter Edmund Bond, an Animal Liberation Front activist, set fire to a leather factory store, causing extensive damage. ",
1734,06/2010,Terrorist Plot/Attack,New York,NY,Islamist,,"Faisal Shahzad attempted to detonate a car bomb in Times Square, then tried to flee the U.S. The bomb ignited, but failed to explode and was disarmed.",
651,5/29/2010,Extremist Murder,Conemaugh Township,PA,Right Wing (White Supremacist),,"Jon Anthony Black, 32, was arrested in September 2010 for the murder of a 17-year-old boy. He was apprehended in West Virginia and held to be extradited. The incident is being investigated as a possible hate crime. Police believe the victim was killed on May 29.",
2134,5/24/2010,Extremist/Police Shootout,San Angelo,TX,Right Wing (White Supremacist),Aryan Circle,"Police arrested white supremacist Richard Earl Dennis after a five-hour standoff. Dennis led police on a high-speed chase, shot a police officer, fled on foot, and barricaded himself in a home before surrendering to authorities.",
2627,5/20/2010,Extremist Murder;Extremist/Police Shootout,West Memphis,AK,Right Wing (Anti-Government),,"Sovereign citizens Jerry R. Kane Jr, and his son, Joseph T Kane, killed two West Memphis police officers after they had pulled the two men over during a drug interdiction operation. After fleeing the scene, the father and son duo engaged in a firefight with other police in a Walmart parking lot. Two police were injured, and the Kanes were killed.",
1153,05/2010,Terrorist Plot/Attack,Jacksonville,FL,Right Wing (Other),,"Sandlin Matthews Smith was fatally shot by police in Gloss Mountain State Park, Oklahoma in May 2011 after allegedly detonating a pipe bomb at the Islamic Center in Jacksonville, FL, a year earlier. The bombing is believed to have been motivated by Smith’s hatred of Muslims.",
759,04/30/2010,Terrorist Plot/Attack,Denver,CO,Left Wing,Animal Liberation Front ,"Animal Liberation Front activists set fire to a sheepskin factory, burning it to the ground. Walter Edmund Bond was arrested in connection to the fire. ",
417,4/10/2010,Extremist Murder,"Buda, TX",TX,Right Wing (White Supremacist),,"Mark David Simmons murdered his business partner in April 2010 and set his garage on fire to cover up the crime. In April 2012 he received a life sentence after being convicted of murder, arson, and tampering with physical evidence. He also got 20 years for arson and 10 years for evidence tampering (concurrent).",
1733,04/2010,Terrorist Plot/Attack,New York,NY,Islamist,,Wesam el-Hanafi provided computer systems expertise to al-Qaeda in an attempt to modernize the international terrorist network; he failed in a previous effort to attack the New York Stock Exchange.,
2678,3/25/2010,Extremist/Police Shootout,Wildwood,FL,Right Wing (Anti-Government),,Police arrested sovereign citizen Brody James Whitaker after an extensive manhunt. Authorities had tracked Whitaker to Connecticut after he shot five times at Florida state troopers who were attempting to stop him for traffic violations. He then fled the scene.,
87,3/4/2010,Extremist/Police Shootout;Terrorist Plot/Attack,Arlington,VA,Right Wing (Anti-Government),,"Pentagon officers shot John Patrick Bedell, who drove to the building from California and opened fire at a security checkpoint. Bedell wounded two officers, who returned fire. He died due to his injuries.",
531,03/2010,Terrorist Plot/Attack,Chicago,IL,Islamist,,Raja Lahrasib Khan provided funds to Ilyas Kashmiri (an al-Qaeda associate) and planned an attack against an unnamed U.S. stadium.,
155,2/18/2010,Extremist Murder;Terrorist Plot/Attack,Austin,TX,Right Wing (Anti-Government),,"Tax proteser Andrew Joseph Stack flew a plane into an IRS office building, killing himself and one other person in the process, and wounding 13 more. ",
569,2/17/2010,Extremist Murder,Clearwater,FL,Right Wing (White Supremacist),,White supremacist Craig Wall stabbed his ex-girlfriend to death in her apartment as detectives were investigating their baby’s recent death.,
1904,01/2010,Terrorist Plot/Attack,Pensacola,FL,Right Wing (Other),,"Bobby Joe Rogers was arrested in January 2010 after setting fire to the American Family Planning clinic in Pensacola, Florida, due to his ""strong disbelief in abortion.” No one was injured in the fire, but the blaze caused approximately $300,000 in damage. In October, he pleaded guilty and was sentenced to 10 years in prison.",
1320,12/25/2009,Extremist Murder,Liberty,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"Steve Ray Walder, Jr., was arrested and charged with capital murder in December 2009 for killing a convenience store owner in an alleged robbery. Walder, known as ""Bubba,"" pleaded guilty in 2012 and was sentenced to life in prison without parole.",
897,11/5/2009,Extremist Murder;Terrorist Plot/Attack;Extremist/Police Shootout,Fort Hood,TX,Islamist,,"Police shot and injured Nidal Malik Hasan, an Army psychiatrist, who opened fire at a soldier readiness center at Fort Hood. During the rampage Hasan killed 13 unarmed people and injured 32 others. Evidence suggests that the shooting was motivated by Hasan's radical interpretation of Islam.",
2668,11/2/2009,Extremist Murder,Whitwell,TN,Right Wing (White Supremacist),,"Michael Shirley, a white supremacist with a large swastika tattoo on his back, apparently beat his girlfriend to death in her trailer with a baseball bat. He disappeared, but his body was found a couple of weeks later.",
1209,11/2009,Terrorist Plot/Attack,Knoxville,TN,Islamist,,Hazam Ali Ahmed discussed the possibility of blowing up a shopping center on behalf of al-Qaeda.,
2257,10/31/2009,Extremist Murder;Terrorist Plot/Attack;Extremist/Police Shootout,Seattle,WA,Left Wing,,"Christopher John Monfort, 41, firebombed four police cars; police investigating that crime encountered Monfort, who shot and killed one officer and wounded another. He was shot in return and captured.",
712,10/28/2009,Extremist/Police Shootout,Dearborn,MI,Islamist,Ummah,"Law enforcement agents fatally shot Luqman Ameen Abdullah, an Imam, after he fired at agents trying to arrest him and other members of his group on various federal charges. Abdullah, a.k.a. Christopher Thomas, was a a leader of a group of predominantly African-American converts to Islam that sought to establish a separate sovereign state governed by Islamic law within the U.S.",
2387,10/14/2009,Extremist Murder,"Stuart, FL",FL,Right Wing (White Supremacist),,Ricky Silva strangled his cellmate in October 2009. Silva claimed he caught his cellmate masturbating while holding a photo of his niece.,
1942,10/3/2009,Extremist Murder,Phoenix,AZ,Right Wing (White Supremacist),Vinlanders Social Club,"Aaron Schmidt, 28, was arrested in September 2010 for his involvement in the hate-crime murder of a Phoenix woman in October 2009. Schmidt and the others were members of the Vinlanders Social Club. Schmidt received a plea deal in March 2012 for second-degree murder, attempted murder and assisting a criminal street gang.",
296,10/2009,Terrorist Plot/Attack,Boston,MA,Islamist,,"Tarek Mehanna, with co-conspirator Ahmad Abousamra, attempted to wage ""violent jihad"" against America by planning to attack a U.S. shopping mall and American troops in Iraq. He allegedly talked about obtaining automatic weapons and randomly shooting people in a shopping mall, but abandoned the plan because he could only obtain handguns, not automatic weapons.",
611,9/27/2009,Extremist Murder,Colorado Springs,CO,Right Wing (White Supremacist),American Nazi Party,"Kyle Gray, 24, and Kandin Wilson, 28, were arrested for first-degree murder in December 2009 for the alleged killing of a woman in September 2009. In October 2010, Wilson was convicted and sentenced to life without parole for the murder, as well as an additional 32 years for attempted aggravated robbery after he was found guilty of being a habitual criminal.",
146,09/2009,Terrorist Plot/Attack,Aurora,CO,Islamist,,"Najibullah Zazi attended terrorist training camps and assembled bomb-making materials, plotting to bomb the New York City subway.",
689,09/2009,Terrorist Plot/Attack,Dallas,TX,Islamist,,"Hosam Maher Husein Smadi attempted to blow up skyscraper in Dallas, TX.",
2335,09/2009,Terrorist Plot/Attack,Springfield,IL,Islamist,,"Michael Finton attempted to detonate explosives at the federal courthouse in Springfield, IL.",
1793,8/10/2009,Extremist Murder,North Palm Springs,CA,Right Wing (White Supremacist),,"Steven Banister, a self-avowed white supremacist, was charged with first degree murder for killing a 75-year-old sex offender in his back yard. After the killing, he fled to Tennessee and was arrested there in December.",
818,7/6/2009,Extremist Murder,Effort,PA,Right Wing (White Supremacist),Vinlanders Social Club associate,"Michael John Parrish, a racist skinhead and Vinlanders associate, shot his girlfriend and 18-month old son to death. He pleaded guilty in July 2010. He was found guilty in April 2012 of first-degree murder and was sentenced to death.",
466,7/1/2009,Extremist Murder,Carmichael,CA,Right Wing (White Supremacist),Inland Empire Peckerwoods,"Charles Francis Gaskins, 48, was sentenced to life in prison after he pleaded no contest to the killing of a 66-year-old man in 2009. After discovering the man was a registered sex offender, Gaskins killed him with a rock and disposed of the body.",
2032,07/2009,Terrorist Plot/Attack,Raleigh,NC,Islamist,,"Daniel Boyd engaged in weapons training and conspired to carry out ""violent jihad"" overseas. He also allegedly plotted to ""attack the Americans” at a Virginia military base.",
1889,6/28/2009,Extremist Murder,Paradise,CA,Right Wing (White Supremacist),,"Michael Caleb Cavalli, 17, was arrested for shooting his African-American stepfather in the chest and killing him. Cavalli pleaded no contest and in July 2010 was sentenced to 16 years in prison for voluntary manslaughter and personal use of a firearm.",
2603,6/10/2009,Extremist Murder;Terrorist Plot/Attack,"Washington, DC",DC,Right Wing (White Supremacist),,"White supremacist James Von Brunn, 88, brought a rifle into the U.S. Holocaust Memorial Museum and opened fire, killing a security guard before being critically injured by return fire from another guard. Von Brunn was arrested and charged with murder. He died of natural causes while awaiting trial.",
1634,6/3/2009,Extremist Murder,Modesto,CA,Right Wing (White Supremacist),,"Nadine Klein, 21, Jeremy Ackerman, 21, and Johnathan Allan Baker, 22, were arrested for stabbing a man 176 times in his back, face and eyes in a robbery-murder. Baker and Ackerman were convicted of first-degree murder and sentenced to life in prison without parole. Klein had a mistrial in May 2010 and is being retried.",
1330,6/1/2009,Extremist Murder;Terrorist Plot/Attack,Little Rock,AR,Islamist,,"Abdulhakim Mujahid Muhammad, 24, was charged with first-degree murder and 15 counts of engaging in a terrorist act. In June 2009, he opened fire at a military recruiting center in Little Rock, killing Private William Long and wounding Private Quinton Ezeagwula.",
2669,5/31/2009,Extremist Murder;Terrorist Plot/Attack,Wichita,KS,Right Wing (Other),,"Anti-abortion extremist Scott Philip Roeder shot and killed Dr. George Tiller at the latter's church. In April 2010, he was given a sentence of life in prison after being found guilty of first-degree murder. Roeder was a sovereign citizen as well as an anti-abortion extremist.",
76,5/30/2009,Extremist Murder;Terrorist Plot/Attack,Arivaca,AZ,Right Wing (Other),,"Border vigilantes Shawna Forde, Jason Eugene Bush and Albert Gaxiola were arrested in connection with a home-invasion robbery in which they killed a man and his 9-year-old daughter. Forde pleaded guilty in 2011.",
2449,5/11/2009,Extremist Murder,Tehachapi,CA,Right Wing (White Supremacist),,"Travis J. Frazier and Kenneth Nowlin, attacked a man and him 24 times for allegedly implicating another inmate in wrongdoing in a report made to prison staff. Frazier was convicted and given a death sentence in 2013.",
947,5/1/2009,Extremist Murder;Extremist/Police Shootout,Ft Walton Beach and Crestview,FL,Right Wing (Anti-Government),,"Joshua Cartwright, 28, allegedly assaulted his wife in a domestic violence dispute and later shot two deputies who were attempting to detain him, one fatally. After a long vehicular pursuit, deputies engaged in return fire and killed Cartwright.",
1732,05/2009,Terrorist Plot/Attack,New York,NY,Islamist,,"James Cromitie plotted, with three other men, to attack two synagogues in the Bronx and shoot down planes at a military base in Newburgh, NY.",
1951,4/4/2009,Extremist Murder;Extremist/Police Shootout,Pittsburgh,PA,Right Wing (White Supremacist),,"Richard Andrew Poplawski shot and killed three Pittsburgh Police officers who were responding to a 911 call from his mother, with whom he lived. Poplawski was both a white supremacist and an anti-government extremist.",
1941,3/7/2009,Extremist Murder,Phoenix,AZ,Right Wing (White Supremacist),Vinlanders Social Club,"Vincent Guarino was sentenced to death for murdering a man in order to join the Vinlanders Social Club. Guarino and his brother took the victim from his home at knife point. They drove him to another location, where Vincent shot him several times with a shotgun and stabbed him in the hand and foot.",
2653,03/07/2009,Terrorist Plot/Attack,Westwood,CA,Left Wing,Animal Liberation Front ,"Animal Liberation Front activists set fire to a UCLA neuroscientists' car, claiming he used methamphetamines and other street drugs on monkeys. ",
2133,3/2/2009,Extremist Murder,San Angelo,TX,Right Wing (White Supremacist),Aryan Brotherhood of Texas,"Randy Eugene Stripland, Allen Paul, Woody Joe Jackson and Kelley Edgar Fryar, Jr., entered a man’s home and shot him to death in March 2009. Paul and Jackson pleaded guilty, receiving 25 and 30 years respectively. Fryar pleaded guilty to a felony firearms charge and got 8 years.",
21,2/28/2009,Extremist Murder,Albuquerque,NM,Right Wing (White Supremacist),Aryan Brotherhood of New Mexico,David McCarthy and Travis Rigel killed a man in February 2009. Rigel was arrested on charges of possession of stolen property in April 2009 and confessed that the two of them had committed the murder. McCarthy was arrested in Texas. Rigel pleaded guilty to second-degree murder and got 41 years. McCarthy got 20 years.,
2056,2/28/2009,Extremist Murder,Reno,TX,Right Wing (White Supremacist),Aryan Circle,"Caden Hodges Newell, 31, pleaded guilty to shooting a 38-year-old man in February 2009 during a fight over guns.",
335,2/14/2009,Extremist Murder,Brockport,NY,Right Wing (Anti-Government),,"Frank Garcia opened fire in the Lakeside Memorial Hospital parking lot after being fired from the hospital. He shot three people there, killing two, and then later shot a married couple, execution-style, outside their home in Canandaigua. In December 2009 he received a life sentence without parole.",
336,1/21/2009,Extremist Murder;Terrorist Plot/Attack;Extremist/Police Shootout,Brockton,MA,Right Wing (White Supremacist),,"Keith Luke, 22, went on a racially motivated shooting spree in which he killed two Cape Verdean immigrants and critically injured (and raped) a third, before being stopped on his way to open fire at a synagogue. In May 2013, Luke was sentenced to two consecutive life sentences without parole for the 2009 rampage. In May 2014, correctional officers found him dead of an apparent suicide.",
2450,12/26/2008,Extremist Murder,Temecula,CA,Right Wing (White Supremacist),United Society of Aryan Skinheads,"Matthew Alexis Basler, James Win Fung and Marvin Justin Black were arrested for stabbing a local pastor's son to death outside a bar.",
2699,12/12/2008,Extremist Murder;Terrorist Plot/Attack,Woodburn,OR,Right Wing (Anti-Government),,"Bruce A. Turidge, and his son Joshua A. Turnidge, both anti-government extremists, killed two police officers and critically injured a third after planting a bomb at a small Oregon bank as part of a robbery attempt.",
279,11/9/2008,Extremist Murder,Bogalusa,LA,Right Wing (White Supremacist),Sons of Dixie Knights of the Ku Klux Klan,"Klan leader Raymond ""Chuck"" Foster was charged with second-degree murder after a woman was killed while trying to back out of an initiation ceremony for the Sons of Dixie Knights of the KKK. Raymond Foster pleaded guilty to second-degree murder and got life in prison.",
1350,11/8/2008,Extremist Murder,Long Island,NY,Right Wing (White Supremacist),,"Jeffrey Conroy, a homegrown white supremacist, fatally stabbed a 37-year-old Ecuadorian immigrant in the chest. Conroy was sentenced to 25 years in prison.",
